"","ï..Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","Q21A","country","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL3","VCL6","VCL12","gender","age","Extraversion","Agreeableness","Conscientiousness","Emotional","Openness","education","urban","race"
"2744",4,4,2,2,4,4,3,4,4,4,4,3,4,3,3,4,4,3,3,3,3,"NZ",5,1,7,3,6,3,5,2,3,3,0,0,0,1,21,8,6,9,6,9,2,3,70
"2745",2,1,1,1,2,2,1,3,1,1,2,2,3,1,1,1,2,1,1,1,1,"BR",5,2,6,3,5,5,5,6,3,6,0,0,0,1,25,10,7,12,6,11,3,3,60
"2746",4,2,2,1,3,1,1,2,1,2,1,1,2,1,1,4,1,1,1,1,4,"US",1,7,6,6,7,1,1,3,5,7,0,0,0,1,31,2,8,9,11,14,3,3,30
"2747",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,"PH",3,5,5,6,5,2,5,3,2,6,0,0,0,1,32,5,10,8,8,11,3,1,10
"2748",1,4,3,2,3,1,1,2,2,4,4,1,4,2,1,3,3,2,2,3,4,"GB",2,1,3,5,6,1,3,1,2,5,0,0,0,1,25,3,4,4,7,11,2,2,60
"2749",3,4,2,2,1,3,3,4,2,1,3,3,2,4,2,2,1,1,4,1,1,"AU",3,6,6,7,6,3,5,3,6,2,0,0,0,1,19,6,11,9,13,8,2,2,60
"2750",2,3,1,2,3,2,1,2,3,2,3,2,2,2,2,2,2,3,2,1,1,"CA",2,3,1,2,4,2,4,4,3,3,0,0,0,1,24,4,7,5,5,7,2,1,60
"2751",1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,"PH",6,4,7,7,7,3,6,7,6,4,0,0,0,1,26,9,10,14,13,11,4,2,10
"2752",3,1,3,3,2,3,1,4,2,2,2,2,4,3,2,4,2,2,2,3,4,"MY",6,4,5,2,5,6,5,3,6,3,0,0,0,1,19,12,9,8,8,8,2,1,10
"2753",1,1,1,1,2,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,"MY",6,2,7,5,6,2,6,7,7,7,0,0,0,1,29,8,8,14,12,13,3,1,10
"2754",1,1,1,1,3,1,1,2,3,2,2,2,2,2,1,1,1,2,1,2,1,"MY",5,2,2,3,7,2,6,3,5,3,0,0,0,1,25,7,8,5,8,10,3,3,10
"2755",3,1,3,2,4,4,2,3,4,3,4,3,3,4,3,3,4,4,3,4,3,"MY",4,1,2,1,4,5,7,2,1,4,0,0,0,1,22,9,8,4,2,8,3,3,10
"2756",4,3,3,3,4,4,3,3,4,4,4,3,4,4,3,2,4,3,3,4,4,"PH",5,5,4,4,7,6,6,3,4,6,0,0,0,1,26,11,11,7,8,13,2,3,10
"2757",4,1,4,1,4,3,1,4,2,4,1,2,4,3,2,3,4,2,1,1,4,"MY",2,4,2,2,7,4,6,1,1,4,0,0,0,1,23,6,10,3,3,11,3,2,10
"2758",1,1,2,1,3,2,1,2,3,3,2,2,3,3,2,3,3,3,2,3,4,"US",2,5,4,5,3,5,7,3,3,5,0,0,0,1,28,7,12,7,8,8,3,3,50
"2759",2,4,4,3,4,3,4,4,3,4,3,2,2,3,3,4,4,3,3,3,4,"PH",5,2,2,2,6,6,7,2,1,2,0,0,0,1,20,11,9,4,3,8,2,3,70
"2760",3,4,3,3,3,3,3,2,4,3,3,3,3,3,3,2,3,2,3,3,3,"MY",3,3,7,2,7,1,6,3,2,3,0,0,0,1,25,4,9,10,4,10,4,3,10
"2761",1,2,1,1,1,2,1,1,2,1,1,3,2,1,1,1,1,2,2,1,2,"NONE",6,4,7,6,7,3,7,7,7,4,0,0,0,1,25,9,11,14,13,11,4,3,70
"2762",3,1,1,1,3,4,1,3,3,1,3,3,2,3,1,2,1,3,1,3,1,"SG",2,5,2,2,5,2,3,4,1,2,0,0,0,1,24,4,8,6,3,7,3,2,10
"2763",1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,"MY",1,1,5,5,5,3,5,3,5,5,0,0,0,1,73,4,6,8,10,10,3,1,70
"2764",1,1,2,1,3,3,1,2,1,1,1,1,2,1,1,3,3,1,1,1,1,"BA",3,6,4,7,6,3,7,3,6,1,0,0,0,1,21,6,13,7,13,7,2,1,60
"2765",3,2,2,2,2,2,2,4,4,3,2,3,3,2,2,2,3,2,1,4,4,"PH",5,3,5,1,7,3,6,2,2,4,0,0,0,1,21,8,9,7,3,11,2,2,10
"2766",1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,"GB",7,6,5,7,7,4,5,6,4,6,0,0,0,1,19,11,11,11,11,13,3,1,60
"2767",3,4,2,2,4,2,2,4,3,2,3,3,3,2,4,2,4,1,4,3,2,"CA",2,5,6,1,6,1,5,6,3,4,0,0,0,1,22,3,10,12,4,10,3,2,10
"2768",3,3,2,3,4,3,3,3,4,4,3,4,4,3,2,3,4,2,2,2,4,"MY",1,3,1,1,1,1,5,1,1,1,0,0,0,1,22,2,8,2,2,2,3,3,10
"2769",4,4,3,2,4,4,2,3,4,3,3,4,4,3,4,4,4,2,2,4,2,"PH",5,3,3,5,5,2,6,3,2,3,0,0,0,1,22,7,9,6,7,8,3,3,10
"2770",2,1,2,1,3,3,1,1,2,2,3,2,1,2,1,1,3,1,2,2,2,"MY",4,2,3,3,7,1,7,2,6,6,0,0,0,1,26,5,9,5,9,13,4,2,10
"2771",2,1,2,1,4,4,1,3,4,1,2,3,2,3,3,2,2,2,1,2,1,"MY",4,1,7,1,6,2,3,2,3,5,0,0,0,1,20,6,4,9,4,11,1,3,70
"2772",3,4,2,1,2,2,1,2,3,3,2,1,2,2,1,2,4,2,1,2,3,"MY",5,5,6,3,7,3,6,5,2,5,0,0,0,1,25,8,11,11,5,12,2,2,10
"2773",2,4,2,3,2,3,1,4,3,3,1,1,4,4,1,1,3,1,3,2,3,"PH",1,3,1,1,4,2,3,2,1,6,0,0,0,1,20,3,6,3,2,10,4,3,10
"2774",3,4,2,3,4,1,1,2,4,4,3,2,4,3,3,4,4,1,2,4,4,"PH",1,1,5,2,5,1,6,6,4,3,0,0,0,1,21,2,7,11,6,8,3,3,10
"2775",1,1,1,1,2,4,1,1,2,1,4,3,1,1,2,2,1,1,1,2,1,"PH",6,1,5,1,7,4,5,7,4,7,0,0,0,1,21,10,6,12,5,14,3,1,10
"2776",2,2,3,4,4,2,2,4,3,4,3,3,4,3,3,4,4,2,4,3,3,"CA",1,4,3,2,3,4,4,1,5,4,0,0,0,1,26,5,8,4,7,7,4,2,10
"2777",2,3,4,3,3,2,2,4,2,3,2,3,4,2,4,3,4,3,2,3,2,"US",7,3,6,5,6,5,5,7,6,1,0,0,0,1,28,12,8,13,11,7,4,3,60
"2778",2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,"MY",2,7,6,7,6,5,6,6,7,1,0,0,0,1,21,7,13,12,14,7,3,1,10
"2779",1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,"PH",6,3,6,4,7,6,6,3,6,3,0,0,0,1,25,12,9,9,10,10,3,2,10
"2780",2,3,2,3,4,3,1,4,2,2,2,1,3,2,2,4,3,2,1,1,2,"HK",1,2,4,1,6,1,3,3,5,2,0,0,0,1,28,2,5,7,6,8,3,3,10
"2781",1,3,3,1,3,1,3,1,4,3,1,3,4,2,4,3,4,4,1,4,4,"PH",3,7,6,6,5,2,7,4,2,7,0,0,0,1,23,5,14,10,8,12,3,2,10
"2782",1,3,1,1,2,3,1,1,2,1,1,2,2,3,1,1,2,3,1,1,1,"MY",5,3,3,3,6,7,5,5,4,3,0,0,0,1,22,12,8,8,7,9,3,2,70
"2783",3,2,1,4,1,3,3,2,3,2,2,1,2,3,1,1,2,2,3,2,1,"MY",6,3,7,2,4,1,6,3,6,1,0,0,0,1,24,7,9,10,8,5,3,1,10
"2784",2,3,2,2,4,2,2,2,4,3,3,2,2,3,2,3,2,2,3,3,1,"PH",6,3,3,2,4,6,4,3,4,2,0,0,0,1,38,12,7,6,6,6,2,3,10
"2785",4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,"MY",5,3,7,1,4,1,7,1,2,3,0,0,0,1,25,6,10,8,3,7,2,3,10
"2786",2,1,2,2,2,4,1,2,2,3,3,3,4,3,2,2,4,1,4,2,3,"DE",6,3,5,2,7,3,7,7,5,4,0,0,0,1,27,9,10,12,7,11,3,3,10
"2787",2,1,3,1,2,2,1,3,4,3,1,4,2,3,2,1,3,1,1,3,2,"PH",1,5,6,3,5,3,1,6,4,3,0,0,0,1,22,4,6,12,7,8,3,2,10
"2788",1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,"MY",5,2,5,2,5,2,5,4,5,5,0,0,0,1,26,7,7,9,7,10,2,1,10
"2789",2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,"PT",6,2,5,3,6,1,6,7,3,7,0,0,0,1,37,7,8,12,6,13,4,3,70
"2790",2,3,2,1,2,2,3,3,2,2,1,2,3,2,3,3,3,4,1,3,2,"MY",6,4,4,5,5,6,4,2,5,2,0,0,0,1,20,12,8,6,10,7,3,2,10
"2791",1,1,4,3,3,2,4,2,4,3,4,2,3,1,3,4,4,2,1,2,3,"GB",3,4,2,3,5,4,6,5,1,3,0,0,0,1,25,7,10,7,4,8,2,2,60
"2792",2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,3,"MY",5,4,6,3,6,1,3,7,4,2,0,0,0,1,30,6,7,13,7,8,4,3,10
"2793",3,4,2,2,4,3,1,1,4,4,4,1,2,2,1,3,4,2,3,2,4,"NZ",6,1,3,2,6,4,2,3,2,3,0,0,0,1,19,10,3,6,4,9,2,3,10
"2794",2,1,2,1,2,3,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,"MY",5,6,4,3,5,5,6,6,4,3,0,0,0,1,25,10,12,10,7,8,3,2,70
"2795",1,2,2,1,2,2,1,3,2,2,2,2,2,2,3,2,2,4,2,2,3,"NONE",7,2,6,3,7,3,4,5,2,7,0,0,0,1,22,10,6,11,5,14,3,2,30
"2796",2,1,1,1,1,1,1,2,1,4,1,1,2,1,2,1,1,1,1,1,4,"MY",1,7,7,7,6,1,1,1,7,7,0,0,0,1,21,2,8,8,14,13,3,3,70
"2797",1,1,1,3,2,1,1,1,2,1,1,4,1,1,1,1,1,1,2,1,1,"NONE",6,5,7,6,7,6,3,1,7,7,0,0,0,1,21,12,8,8,13,14,3,1,10
"2798",4,4,4,4,4,2,2,3,4,4,3,3,4,3,3,3,3,2,4,2,3,"US",5,3,6,3,1,1,7,3,3,3,0,0,0,1,20,6,10,9,6,4,2,2,30
"2799",3,3,2,3,2,4,2,2,3,3,2,3,4,2,2,3,4,3,3,4,2,"MY",2,2,2,7,4,1,5,3,2,3,0,0,0,1,23,3,7,5,9,7,3,1,10
"2800",3,3,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,"MY",6,3,4,7,5,6,4,4,4,7,0,0,0,1,21,12,7,8,11,12,2,3,10
"2801",1,2,1,1,1,2,1,1,2,1,2,1,2,3,1,2,2,1,1,1,1,"MY",5,1,6,4,7,4,7,4,7,7,0,0,0,1,25,9,8,10,11,14,3,2,10
"2802",3,1,2,2,2,3,2,2,1,1,3,1,2,2,2,1,1,3,1,1,2,"AU",6,2,4,5,6,6,5,2,2,7,0,0,0,1,32,12,7,6,7,13,2,2,60
"2803",1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,"MY",2,6,2,7,6,4,6,3,6,2,0,0,0,1,24,6,12,5,13,8,4,2,10
"2804",1,1,1,1,1,1,1,1,3,2,2,3,3,2,2,2,3,2,3,1,2,"US",1,2,5,3,5,1,3,3,5,5,0,0,0,1,34,2,5,8,8,10,4,2,60
"2805",2,1,2,1,2,2,1,2,2,1,2,1,2,4,1,2,2,2,1,2,1,"MY",6,1,6,3,7,3,6,2,6,7,0,0,0,1,25,9,7,8,9,14,3,2,10
"2806",2,3,4,2,3,3,3,3,3,3,3,2,4,2,3,4,3,4,1,2,3,"MY",3,3,2,2,2,1,7,2,4,6,0,0,0,1,23,4,10,4,6,8,3,1,10
"2807",2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,"MY",7,5,5,6,6,7,6,5,6,3,0,0,0,1,26,14,11,10,12,9,4,2,10
"2808",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"MY",7,1,7,3,7,7,6,2,7,1,0,0,0,1,28,14,7,9,10,8,4,2,10
"2809",3,1,3,1,4,3,2,4,4,4,3,4,4,2,4,4,4,3,2,4,4,"IN",7,4,4,1,7,5,7,2,5,7,0,0,0,1,19,12,11,6,6,14,3,3,10
"2810",4,4,3,3,4,4,1,3,4,1,2,1,3,3,1,2,1,4,3,2,2,"MY",5,2,7,1,7,1,7,7,5,6,0,0,0,1,21,6,9,14,6,13,3,1,10
"2811",2,3,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,"JP",5,3,3,3,5,3,3,5,3,5,0,0,0,1,23,8,6,8,6,10,4,2,10
"2812",3,3,2,3,2,3,2,2,4,2,3,2,3,2,4,3,3,3,2,2,2,"MY",6,3,4,2,4,4,6,4,5,6,0,0,0,1,19,10,9,8,7,10,2,2,10
"2813",2,3,2,2,2,2,2,2,2,3,2,2,3,2,1,3,2,2,2,3,1,"MY",2,6,2,6,3,3,4,6,4,3,0,0,0,1,21,5,10,8,10,6,2,1,10
"2814",3,4,4,3,2,3,4,4,4,4,4,4,3,1,2,4,4,4,2,3,4,"MY",4,4,5,2,6,1,6,2,2,4,0,0,0,1,24,5,10,7,4,10,3,2,10
"2815",3,2,3,3,4,4,1,4,3,4,3,3,4,2,3,3,3,4,3,2,3,"JP",5,2,6,2,6,7,7,1,1,7,0,0,0,1,30,12,9,7,3,13,3,1,10
"2816",1,3,1,1,1,3,1,2,3,3,1,2,2,1,1,1,1,2,1,1,1,"MY",2,4,5,3,7,6,6,3,4,3,0,0,0,1,26,8,10,8,7,10,4,3,10
"2817",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"AE",6,7,7,7,7,2,7,6,7,7,0,0,0,1,27,8,14,13,14,14,4,3,10
"2818",4,4,4,1,4,4,2,4,1,4,4,3,4,4,1,4,4,4,4,2,4,"MY",4,2,2,1,5,3,1,3,4,4,0,0,0,1,22,7,3,5,5,9,2,3,70
"2819",2,1,3,1,4,3,2,4,1,4,2,2,3,2,1,4,2,3,1,2,4,"SE",2,2,5,5,6,3,2,1,3,7,0,0,0,1,44,5,4,6,8,13,3,2,60
"2820",1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"US",7,7,7,7,5,6,5,7,7,2,0,0,0,1,76,13,12,14,14,7,3,1,60
"2821",2,1,4,1,4,2,1,1,3,3,1,4,4,3,1,4,4,1,1,3,4,"MY",4,2,3,3,6,1,4,7,5,5,0,0,0,1,31,5,6,10,8,11,4,3,10
"2822",2,2,3,2,4,3,3,2,4,4,4,3,4,3,3,4,4,3,2,4,4,"US",1,4,2,2,2,1,4,4,3,3,0,0,0,1,20,2,8,6,5,5,2,2,60
"2823",1,2,1,1,4,2,2,2,2,1,2,3,2,2,2,2,1,2,4,3,1,"MY",3,7,2,4,5,3,5,6,2,4,0,0,0,1,21,6,12,8,6,9,2,1,10
"2824",3,1,4,1,4,2,1,3,2,4,4,4,4,3,1,3,4,3,3,1,4,"US",1,3,5,2,3,1,2,1,1,2,0,0,0,1,25,2,5,6,3,5,2,2,60
"2825",4,4,4,2,4,4,2,2,1,4,4,2,4,4,2,4,4,4,3,1,4,"MY",4,3,1,1,5,4,3,3,2,4,0,0,0,1,22,8,6,4,3,9,2,3,10
"2826",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"MY",0,0,7,7,7,7,6,7,7,7,0,0,0,1,41,7,6,14,14,14,2,3,70
"2827",1,1,1,3,2,2,3,3,2,2,3,2,2,2,1,1,1,3,3,1,1,"PH",2,3,6,2,7,2,3,4,3,3,0,0,0,1,19,4,6,10,5,10,3,1,10
"2828",2,1,3,2,2,2,2,3,3,3,2,1,3,1,3,3,3,3,2,2,3,"MY",5,2,5,3,3,4,6,5,4,4,0,0,0,1,25,9,8,10,7,7,4,2,10
"2829",1,2,1,2,3,3,1,1,2,2,1,1,1,2,1,2,4,1,2,2,1,"MY",5,6,6,5,7,4,4,5,5,1,0,0,0,1,19,9,10,11,10,8,3,1,10
"2830",1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,"IT",3,5,5,5,3,3,5,3,6,5,0,0,0,1,33,6,10,8,11,8,4,3,60
"2831",1,2,3,1,4,4,2,4,4,4,4,2,3,2,2,4,2,1,3,3,2,"IN",2,6,1,1,5,2,2,1,3,1,0,0,0,1,25,4,8,2,4,6,3,3,10
"2832",1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,"IN",7,4,7,4,7,5,6,4,4,7,0,0,0,1,22,12,10,11,8,14,4,3,10
"2833",1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,"MY",1,7,1,7,6,3,7,6,6,7,0,0,0,1,19,4,14,7,13,13,3,1,10
"2834",3,2,2,3,4,2,4,4,4,3,2,4,4,4,4,3,3,3,2,2,2,"MY",4,7,7,1,4,1,7,7,4,4,0,0,0,1,23,5,14,14,5,8,3,2,70
"2835",2,3,2,1,2,3,1,1,4,1,2,1,2,2,3,2,3,4,4,1,1,"MY",4,1,5,1,5,3,6,1,4,5,0,0,0,1,24,7,7,6,5,10,3,2,70
"2836",3,3,2,3,3,4,2,2,4,2,3,3,2,2,3,2,2,4,3,2,1,"MY",3,5,3,1,6,2,5,3,2,4,0,0,0,1,19,5,10,6,3,10,2,3,10
"2837",1,1,2,1,2,2,1,2,3,2,1,2,1,2,2,2,3,1,3,1,2,"MY",4,5,6,3,7,6,4,5,5,7,0,0,0,1,20,10,9,11,8,14,2,2,10
"2838",1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,"US",7,7,7,7,1,7,1,1,7,1,0,0,0,1,75,14,8,8,14,2,3,1,60
"2839",3,2,2,1,3,3,1,2,4,4,3,2,3,3,2,2,4,2,3,2,4,"MY",5,3,6,3,6,2,7,7,3,7,0,0,0,1,22,7,10,13,6,13,2,2,10
"2840",3,4,3,3,3,4,3,4,3,3,4,4,4,3,4,3,4,4,2,4,3,"CA",1,4,7,2,2,1,5,1,1,1,0,0,0,1,22,2,9,8,3,3,2,2,40
"2841",1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,"MY",5,6,4,3,6,1,7,4,7,1,0,0,0,1,21,6,13,8,10,7,2,3,10
"2842",1,1,1,1,2,1,1,1,2,1,1,1,3,1,2,1,1,2,1,1,1,"MY",4,4,7,1,4,1,7,7,7,4,0,0,0,1,27,5,11,14,8,8,4,1,10
"2843",4,3,2,3,3,4,2,4,2,2,2,2,2,2,2,4,2,2,1,3,1,"MY",2,2,2,3,2,3,3,3,3,3,0,0,0,1,42,5,5,5,6,5,3,2,10
"2844",2,4,3,1,4,2,2,4,4,1,2,4,3,2,4,2,3,2,4,4,2,"MY",2,2,2,1,4,2,4,2,2,1,0,0,0,1,20,4,6,4,3,5,3,3,10
"2845",4,4,4,4,4,4,3,3,4,4,3,1,4,4,3,4,4,4,1,4,4,"MY",7,7,5,7,7,7,4,5,4,6,0,0,0,1,20,14,11,10,11,13,3,3,10
"2846",1,2,1,3,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,"MY",6,3,6,3,6,4,4,6,5,2,0,0,0,1,33,10,7,12,8,8,3,3,10
"2847",4,3,2,1,4,4,1,3,4,3,3,2,2,3,1,4,2,4,3,2,1,"AU",5,2,1,2,7,6,6,3,5,7,0,0,0,1,38,11,8,4,7,14,1,2,60
"2848",1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,"US",7,7,7,7,6,7,7,7,6,1,0,0,0,1,76,14,14,14,13,7,3,1,60
"2849",4,2,1,1,2,3,2,2,1,1,3,1,4,2,2,1,1,1,1,1,1,"US",3,6,6,4,7,1,6,6,5,7,0,0,0,1,22,4,12,12,9,14,2,2,70
"2850",3,1,2,2,2,1,1,4,4,3,2,3,3,2,4,2,1,2,2,2,1,"HR",2,2,5,2,4,1,7,4,6,7,0,0,0,1,21,3,9,9,8,11,2,3,60
"2851",2,3,2,2,3,2,4,3,4,3,3,2,4,3,3,3,4,3,3,2,4,"US",2,6,4,1,4,3,5,2,1,4,0,0,0,1,20,5,11,6,2,8,2,3,60
"2852",1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,"MY",4,5,5,6,6,1,4,6,6,3,0,0,0,1,26,5,9,11,12,9,2,1,10
"2853",2,4,2,3,2,4,1,2,4,3,3,3,2,4,2,3,2,3,3,4,3,"MY",4,5,7,2,2,2,6,1,2,7,0,0,0,1,24,6,11,8,4,9,3,2,10
"2854",4,2,2,2,2,4,3,4,1,1,4,2,1,4,2,2,1,4,4,1,1,"US",5,2,7,1,6,3,2,7,4,5,0,0,0,1,45,8,4,14,5,11,2,2,60
"2855",1,1,1,1,1,1,1,2,1,2,2,1,3,1,1,1,2,1,1,1,4,"US",5,2,5,5,6,3,6,3,5,5,0,0,0,1,22,8,8,8,10,11,4,3,20
"2856",2,2,3,2,2,2,2,3,2,3,3,3,3,3,3,4,3,3,2,2,3,"ID",3,2,2,2,6,1,3,2,2,6,0,0,0,1,19,4,5,4,4,12,2,3,10
"2857",2,1,1,1,2,1,1,2,1,3,2,1,2,2,1,1,3,1,1,1,3,"SG",7,3,5,4,6,6,7,5,4,6,0,0,0,1,33,13,10,10,8,12,4,2,10
"2858",1,4,2,1,3,3,1,1,4,3,4,4,1,3,4,2,4,3,4,4,4,"IN",1,3,7,1,5,1,7,4,5,6,0,0,0,1,20,2,10,11,6,11,3,1,70
"2859",2,3,1,1,1,3,2,1,3,1,2,3,2,4,4,1,4,2,3,3,1,"IN",7,5,5,2,7,4,6,2,3,5,0,0,0,1,21,11,11,7,5,12,3,3,10
"2860",1,1,1,1,4,2,1,2,1,1,2,1,2,1,1,3,1,1,1,1,1,"CZ",3,7,4,4,6,3,5,4,7,3,0,0,0,1,26,6,12,8,11,9,3,1,60
"2861",4,1,4,1,4,4,4,4,4,4,4,4,4,3,2,4,4,4,1,3,4,"MY",6,2,4,3,6,7,6,3,6,6,0,0,0,1,22,13,8,7,9,12,2,3,10
"2862",3,3,4,4,3,4,3,3,4,3,2,4,4,3,4,3,4,4,4,3,3,"MY",5,4,6,1,7,4,6,3,3,4,0,0,0,1,22,9,10,9,4,11,3,2,10
"2863",4,1,2,1,4,1,1,3,1,1,1,4,4,1,2,2,1,3,1,3,1,"IN",2,2,7,5,6,1,7,2,6,3,0,0,0,1,42,3,9,9,11,9,4,1,10
"2864",2,2,1,1,1,2,1,2,3,1,2,3,2,1,1,2,2,2,1,1,1,"US",2,3,5,3,6,1,5,5,3,6,0,0,0,1,21,3,8,10,6,12,2,2,60
"2865",1,3,2,3,3,1,2,3,4,1,2,2,1,2,2,2,1,1,4,2,1,"MY",5,7,6,3,5,7,3,6,5,5,0,0,0,1,39,12,10,12,8,10,4,3,10
"2866",3,2,2,4,4,4,3,2,4,4,4,4,3,2,4,2,4,3,4,4,4,"MY",5,2,7,1,7,1,7,7,3,2,0,0,0,1,30,6,9,14,4,9,4,2,10
"2867",2,3,1,2,1,2,3,2,2,1,2,3,2,2,3,3,3,2,3,3,3,"MY",4,3,6,6,6,5,4,5,5,7,0,0,0,1,20,9,7,11,11,13,4,1,10
"2868",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,"IN",6,7,7,7,7,2,7,7,6,3,0,0,0,1,38,8,14,14,13,10,4,1,10
"2869",3,3,2,2,2,2,1,3,1,3,3,2,4,3,2,4,3,4,2,4,4,"MY",2,2,7,3,7,2,6,7,3,5,0,0,0,1,25,4,8,14,6,12,3,3,10
"2870",1,2,2,1,3,1,1,1,1,3,1,1,1,3,1,4,1,1,3,1,1,"CZ",2,2,5,5,3,2,4,3,6,4,0,0,0,1,20,4,6,8,11,7,2,3,60
"2871",2,4,2,4,2,4,1,3,2,1,1,4,4,2,1,3,2,1,4,2,2,"GR",5,2,2,1,7,6,5,2,5,7,0,0,0,1,22,11,7,4,6,14,3,2,60
"2872",2,1,1,1,2,1,3,2,3,1,2,3,1,2,2,1,1,2,3,3,1,"US",3,6,3,1,7,2,6,2,3,2,0,0,0,1,22,5,12,5,4,9,3,3,60
"2873",2,2,1,1,3,1,1,1,3,1,1,1,1,1,2,3,2,2,2,2,2,"ID",5,3,4,3,4,4,6,6,6,3,0,0,0,1,20,9,9,10,9,7,3,2,10
"2874",1,4,2,1,4,4,1,2,4,3,1,3,2,2,2,2,3,3,3,3,2,"MY",1,3,6,2,4,1,6,7,4,7,0,0,0,1,21,2,9,13,6,11,3,3,10
"2875",1,2,2,1,1,4,2,3,3,1,2,4,3,2,2,2,1,4,2,4,1,"MY",2,6,7,2,4,1,7,6,5,7,0,0,0,1,24,3,13,13,7,11,2,2,10
"2876",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"MY",5,2,7,4,4,4,5,6,5,3,0,0,0,1,25,9,7,13,9,7,3,3,70
"2877",2,3,1,1,2,2,2,3,2,1,2,3,1,2,3,1,2,2,3,1,1,"BR",5,3,4,5,5,3,6,3,3,5,0,0,0,1,26,8,9,7,8,10,4,3,60
"2878",1,1,1,1,1,4,3,3,1,1,1,1,1,1,3,1,1,1,1,3,1,"MY",1,7,2,1,1,7,2,7,1,5,0,0,0,1,22,8,9,9,2,6,2,2,10
"2879",4,3,4,2,2,1,1,4,1,4,2,3,4,3,1,3,3,3,3,1,3,"US",1,5,5,5,5,3,5,3,4,2,0,0,0,1,27,4,10,8,9,7,2,1,60
"2880",1,1,1,1,1,1,1,2,3,2,2,1,2,1,1,1,2,2,1,1,3,"BG",5,3,7,3,5,1,7,7,7,7,0,0,0,1,27,6,10,14,10,12,4,3,60
"2881",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,"GB",7,6,6,5,6,4,6,6,6,6,0,0,0,1,30,11,12,12,11,12,3,3,60
"2882",2,1,3,1,2,3,1,3,2,4,2,1,3,1,1,2,4,1,1,1,4,"GB",5,3,5,3,5,3,4,4,4,5,0,0,0,1,22,8,7,9,7,10,3,3,10
"2883",1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,"MY",4,2,7,6,6,3,1,6,6,5,0,0,0,1,23,7,3,13,12,11,3,3,10
"2884",1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,"MY",6,7,7,4,7,4,4,6,6,6,0,0,0,1,22,10,11,13,10,13,3,3,10
"2885",2,2,1,3,1,1,2,3,2,1,1,1,2,1,1,3,1,3,2,1,1,"MY",6,6,7,4,7,6,6,3,4,6,0,0,0,1,23,12,12,10,8,13,4,2,70
"2886",4,4,2,4,3,3,4,4,4,2,4,4,3,3,4,4,4,3,4,3,3,"MY",4,2,1,1,4,4,5,5,1,4,0,0,0,1,25,8,7,6,2,8,2,2,10
